Municipio,Sector,Estrato,Servicio,Cargo Fijo,Cargo por Consumo Menor,Cargo por Consumo Mayor,Cargo por Consumo,Suspensión,Reinstalación,Reconexión,Corte,Año,Mes
Caldas,Residencial,1,acueducto,4625.59,812.56,1504.74,0.00,10326.62,8851.87,16229.00,17703.74,2017,Junio
La Estrella,Industrial,Industrial,alcantarillado,6437.85,0.00,0.00,2464.92,0.00,0.00,0.00,0.00,2017,Octubre
Barbosa,Residencial,3,alcantarillado,4457.59,923.97,923.97,0.00,0.00,0.00,0.00,0.00,2017,Marzo
Girardota,Residencial,3,acueducto,7272.91,1739.89,2046.93,0.00,10326.62,8851.87,16229.00,17703.74,2017,Enero
Itaguí,Residencial,2,alcantarillado,2989.00,1140.90,1755.23,0.00,0.00,0.00,0.00,0.00,2017,Junio
Caldas,Comercial,Comercial,acueducto,12848.87,0.00,0.00,2257.12,10326.62,8851.87,16229.00,17703.74,2017,Julio
Bello,Residencial,1,acueducto,3426.36,709.48,1773.70,0.00,10326.62,8851.87,16229.00,17703.74,2017,Abril
Caldas,Residencial,4,alcantarillado,4598.47,647.59,647.59,0.00,0.00,0.00,0.00,0.00,2017,Noviembre
La Estrella,Residencial,6,acueducto,13705.46,2837.93,2837.93,0.00,10326.62,8851.87,16229.00,17703.74,2017,Abril
Envigado,Residencial,3,alcantarillado,4276.57,1637.41,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Septiembre
Girardota,Residencial,5,acueducto,12848.87,2660.56,2660.56,0.00,10326.62,8851.87,16229.00,17703.74,2017,Julio
Itaguí,Residencial,6,acueducto,13705.46,2837.93,2837.93,0.00,10326.62,8851.87,16229.00,17703.74,2017,Mayo
Caldas,Industrial,Industrial,acueducto,11135.69,0.00,0.00,1958.65,10326.62,8851.87,16229.00,17703.74,2017,Noviembre
Bello,Residencial,2,alcantarillado,2759.08,1056.39,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Agosto
Envigado,Comercial,Comercial,alcantarillado,7127.62,0.00,0.00,2729.02,0.00,0.00,0.00,0.00,2017,Noviembre
Itaguí,Comercial,Comercial,alcantarillado,6897.70,0.00,0.00,2632.84,0.00,0.00,0.00,0.00,2017,Junio
Itaguí,Residencial,6,acueducto,13285.58,2751.63,2751.63,0.00,10326.62,8851.87,16229.00,17703.74,2017,Febrero
Copacabana,Comercial,Comercial,alcantarillado,6897.70,0.00,0.00,2632.84,0.00,0.00,0.00,0.00,2017,Junio
Barbosa,Residencial,2,alcantarillado,3678.77,759.35,949.19,0.00,0.00,0.00,0.00,0.00,2017,Diciembre
Itaguí,Residencial,2,alcantarillado,2897.43,1106.53,1702.36,0.00,0.00,0.00,0.00,0.00,2017,Febrero
La Estrella,Residencial,2,alcantarillado,2759.08,1053.14,1755.23,0.00,0.00,0.00,0.00,0.00,2017,Abril
Envigado,Residencial,1,alcantarillado,1379.54,528.20,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Septiembre
Caldas,Residencial,1,alcantarillado,3770.74,531.02,647.59,0.00,0.00,0.00,0.00,0.00,2017,Septiembre
Itaguí,Residencial,3,alcantarillado,4368.54,1672.62,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Diciembre
Bello,Residencial,3,acueducto,8303.49,1719.77,1719.77,0.00,10326.62,8851.87,16229.00,17703.74,2017,Febrero
Caldas,Residencial,4,acueducto,8565.91,1506.65,1506.65,0.00,10326.62,8851.87,16229.00,17703.74,2017,Agosto
La Estrella,Residencial,1,alcantarillado,2299.23,880.33,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Diciembre
Bello,Residencial,6,acueducto,15418.64,3196.10,3196.10,0.00,10326.62,8851.87,16229.00,17703.74,2017,Septiembre
Bello,Residencial,5,acueducto,15418.64,3196.10,3196.10,0.00,10326.62,8851.87,16229.00,17703.74,2017,Agosto
Copacabana,Residencial,4,acueducto,8565.91,1773.70,1773.70,0.00,10326.62,8851.87,16229.00,17703.74,2017,Junio
Bello,Residencial,3,alcantarillado,4138.62,1579.70,1755.23,0.00,0.00,0.00,0.00,0.00,2017,Abril
Barbosa,Residencial,4,acueducto,8565.91,1307.04,1307.04,0.00,10326.62,8851.87,16229.00,17703.74,2017,Abril
Bello,Residencial,5,alcantarillado,8277.24,3169.18,3169.18,0.00,0.00,0.00,0.00,0.00,2017,Octubre
Medellin,Residencial,2,alcantarillado,2759.08,1056.39,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Octubre
Medellin,Industrial,Industrial,acueducto,11135.69,0.00,0.00,2308.30,10326.62,8851.87,16229.00,17703.74,2017,Noviembre
Envigado,Residencial,4,acueducto,8565.91,1773.70,1773.70,0.00,10326.62,8851.87,16229.00,17703.74,2017,Mayo
Medellin,Residencial,5,alcantarillado,6897.70,2640.98,2640.98,0.00,0.00,0.00,0.00,0.00,2017,Noviembre
Sabaneta,Comercial,Comercial,acueducto,12455.24,0.00,0.00,2579.66,10326.62,8851.87,16229.00,17703.74,2017,Marzo
Copacabana,Comercial,Comercial,acueducto,12848.87,0.00,0.00,2952.85,10326.62,8851.87,16229.00,17703.74,2017,Noviembre
Caldas,Residencial,1,acueducto,4625.59,813.59,1506.65,0.00,10326.62,8851.87,16229.00,17703.74,2017,Septiembre
Caldas,Residencial,4,alcantarillado,4598.47,647.59,647.59,0.00,0.00,0.00,0.00,0.00,2017,Agosto
Girardota,Residencial,1,alcantarillado,1379.54,526.57,1755.23,0.00,0.00,0.00,0.00,0.00,2017,Julio
La Estrella,Residencial,3,acueducto,8565.91,1775.61,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2017,Octubre
Caldas,Residencial,4,alcantarillado,4590.96,708.46,708.46,0.00,0.00,0.00,0.00,0.00,2017,Enero
Girardota,Residencial,4,alcantarillado,4457.59,1702.36,1702.36,0.00,0.00,0.00,0.00,0.00,2017,Marzo
Girardota,Residencial,2,alcantarillado,2674.55,1021.42,1702.36,0.00,0.00,0.00,0.00,0.00,2017,Febrero
La Estrella,Residencial,4,acueducto,8565.91,1775.61,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2017,Septiembre
Copacabana,Residencial,5,acueducto,13962.44,2894.25,2894.25,0.00,10326.62,8851.87,16229.00,17703.74,2017,Agosto
Medellin,Comercial,Comercial,acueducto,12848.87,0.00,0.00,2660.55,10326.62,8851.87,16229.00,17703.74,2017,Mayo
Caldas,Residencial,1,acueducto,4625.59,812.56,1504.74,0.00,10326.62,8851.87,16229.00,17703.74,2017,Mayo
Sabaneta,Residencial,4,acueducto,8565.91,1775.61,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2017,Noviembre
Copacabana,Residencial,6,alcantarillado,8139.29,3116.36,3116.36,0.00,0.00,0.00,0.00,0.00,2017,Diciembre
Envigado,Residencial,3,alcantarillado,4276.57,1637.41,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Noviembre
La Estrella,Residencial,3,alcantarillado,4598.47,1760.66,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Septiembre
Sabaneta,Oficial y Exenta,Oficial y Exenta,acueducto,8565.91,0.00,0.00,1775.61,10326.62,8851.87,16229.00,17703.74,2017,Diciembre
Envigado,Comercial,Comercial,alcantarillado,7127.62,0.00,0.00,2729.02,0.00,0.00,0.00,0.00,2017,Diciembre
La Estrella,Residencial,6,acueducto,13285.58,2751.63,2751.63,0.00,10326.62,8851.87,16229.00,17703.74,2017,Febrero
Medellin,Residencial,4,acueducto,8565.91,1775.61,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2017,Diciembre
Girardota,Residencial,1,acueducto,2569.77,532.11,1773.70,0.00,10326.62,8851.87,16229.00,17703.74,2017,Abril
Itaguí,Residencial,1,alcantarillado,2451.67,936.30,1702.36,0.00,0.00,0.00,0.00,0.00,2017,Marzo
Itaguí,Residencial,4,acueducto,8565.91,1773.70,1773.70,0.00,10326.62,8851.87,16229.00,17703.74,2017,Abril
La Estrella,Oficial y Exenta,Oficial y Exenta,acueducto,8556.37,0.00,0.00,1719.77,10326.62,8851.87,16229.00,17703.74,2017,Enero
Caldas,Residencial,3,alcantarillado,4279.29,593.50,624.74,0.00,0.00,0.00,0.00,0.00,2017,Febrero
Girardota,Oficial y Exenta,Oficial y Exenta,acueducto,8565.91,0.00,0.00,1773.70,10326.62,8851.87,16229.00,17703.74,2017,Mayo
Girardota,Residencial,5,acueducto,12848.87,2660.56,2660.56,0.00,10326.62,8851.87,16229.00,17703.74,2017,Mayo
Girardota,Comercial,Comercial,alcantarillado,6897.70,0.00,0.00,2640.98,0.00,0.00,0.00,0.00,2017,Septiembre
Sabaneta,Residencial,6,acueducto,13285.58,2751.63,2751.63,0.00,10326.62,8851.87,16229.00,17703.74,2017,Febrero
Envigado,Oficial y Exenta,Oficial y Exenta,acueducto,8565.91,0.00,0.00,1775.61,10326.62,8851.87,16229.00,17703.74,2017,Octubre
Barbosa,Industrial,Industrial,alcantarillado,6897.70,0.00,0.00,1427.90,0.00,0.00,0.00,0.00,2017,Abril
Copacabana,Residencial,1,alcantarillado,2299.23,877.61,1755.23,0.00,0.00,0.00,0.00,0.00,2017,Abril
Envigado,Industrial,Industrial,acueducto,11992.28,0.00,0.00,2483.19,10326.62,8851.87,16229.00,17703.74,2017,Junio
Itaguí,Residencial,2,alcantarillado,2989.00,1140.90,1755.23,0.00,0.00,0.00,0.00,0.00,2017,Mayo
Barbosa,Comercial,Comercial,alcantarillado,6686.39,0.00,0.00,1385.96,0.00,0.00,0.00,0.00,2017,Marzo
Bello,Residencial,2,acueducto,5139.55,1065.37,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2017,Diciembre
Medellin,Residencial,1,alcantarillado,1839.39,704.26,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Diciembre
Barbosa,Residencial,1,alcantarillado,3448.85,713.95,951.93,0.00,0.00,0.00,0.00,0.00,2017,Julio
Copacabana,Comercial,Comercial,acueducto,12848.87,0.00,0.00,2949.67,10326.62,8851.87,16229.00,17703.74,2017,Julio
Caldas,Residencial,2,alcantarillado,3833.53,537.28,624.74,0.00,0.00,0.00,0.00,0.00,2017,Febrero
Itaguí,Residencial,3,alcantarillado,4234.71,1617.24,1702.36,0.00,0.00,0.00,0.00,0.00,2017,Marzo
Bello,Residencial,4,alcantarillado,4598.47,1760.66,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Diciembre
Girardota,Residencial,1,acueducto,2491.05,515.93,1719.77,0.00,10326.62,8851.87,16229.00,17703.74,2017,Marzo
Envigado,Oficial y Exenta,Oficial y Exenta,acueducto,8565.91,0.00,0.00,1775.61,10326.62,8851.87,16229.00,17703.74,2017,Noviembre
Caldas,Comercial,Comercial,alcantarillado,6897.70,0.00,0.00,971.39,0.00,0.00,0.00,0.00,2017,Diciembre
Caldas,Residencial,4,alcantarillado,4457.59,624.74,624.74,0.00,0.00,0.00,0.00,0.00,2017,Febrero
Itaguí,Residencial,5,acueducto,12848.87,2660.56,2660.56,0.00,10326.62,8851.87,16229.00,17703.74,2017,Junio
Girardota,Residencial,4,acueducto,8565.91,1773.70,1773.70,0.00,10326.62,8851.87,16229.00,17703.74,2017,Abril
Sabaneta,Industrial,Industrial,alcantarillado,6686.17,0.00,0.00,2559.99,0.00,0.00,0.00,0.00,2017,Octubre
Girardota,Industrial,Industrial,alcantarillado,6897.70,0.00,0.00,2632.84,0.00,0.00,0.00,0.00,2017,Junio
Barbosa,Comercial,Comercial,acueducto,12834.56,0.00,0.00,1901.10,10326.62,8851.87,16229.00,17703.74,2017,Enero
Sabaneta,Residencial,6,acueducto,13705.46,2837.93,2837.93,0.00,10326.62,8851.87,16229.00,17703.74,2017,Abril
Sabaneta,Comercial,Comercial,alcantarillado,7127.62,0.00,0.00,2729.02,0.00,0.00,0.00,0.00,2017,Diciembre
Copacabana,Residencial,1,alcantarillado,2299.23,880.33,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Septiembre
Caldas,Residencial,3,acueducto,8565.91,1506.65,1506.65,0.00,10326.62,8851.87,16229.00,17703.74,2017,Agosto
Medellin,Residencial,6,acueducto,13705.46,2840.98,2840.98,0.00,10326.62,8851.87,16229.00,17703.74,2017,Septiembre
La Estrella,Comercial,Comercial,acueducto,13277.17,0.00,0.00,2752.20,10326.62,8851.87,16229.00,17703.74,2017,Agosto
Barbosa,Residencial,5,acueducto,12848.87,1960.56,1960.56,0.00,10326.62,8851.87,16229.00,17703.74,2017,Abril
La Estrella,Industrial,Industrial,acueducto,11992.28,0.00,0.00,2485.86,10326.62,8851.87,16229.00,17703.74,2017,Agosto
Copacabana,Residencial,5,acueducto,13962.44,2894.25,2894.25,0.00,10326.62,8851.87,16229.00,17703.74,2017,Noviembre
Caldas,Residencial,3,alcantarillado,4414.53,615.21,647.59,0.00,0.00,0.00,0.00,0.00,2017,Noviembre
Medellin,Industrial,Industrial,alcantarillado,5978.01,0.00,0.00,2288.85,0.00,0.00,0.00,0.00,2017,Septiembre
Caldas,Residencial,6,alcantarillado,7132.14,999.58,999.58,0.00,0.00,0.00,0.00,0.00,2017,Marzo
Envigado,Residencial,3,acueducto,8137.62,1686.83,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2017,Noviembre
Bello,Residencial,4,alcantarillado,4598.47,1755.23,1755.23,0.00,0.00,0.00,0.00,0.00,2017,Junio
Copacabana,Industrial,Industrial,alcantarillado,5978.01,0.00,0.00,2288.85,0.00,0.00,0.00,0.00,2017,Diciembre
Copacabana,Residencial,4,acueducto,8565.91,1773.70,1773.70,0.00,10326.62,8851.87,16229.00,17703.74,2017,Mayo
Caldas,Residencial,1,alcantarillado,3770.74,531.02,647.59,0.00,0.00,0.00,0.00,0.00,2017,Octubre
Itaguí,Residencial,1,alcantarillado,2529.16,968.36,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Noviembre
Sabaneta,Industrial,Industrial,acueducto,12309.22,0.00,0.00,2551.56,10326.62,8851.87,16229.00,17703.74,2017,Diciembre
Copacabana,Residencial,3,acueducto,8565.91,1775.61,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2017,Octubre
Itaguí,Comercial,Comercial,acueducto,13705.46,0.00,0.00,2840.98,10326.62,8851.87,16229.00,17703.74,2017,Diciembre
Sabaneta,Industrial,Industrial,alcantarillado,6686.17,0.00,0.00,2552.10,0.00,0.00,0.00,0.00,2017,Julio
Medellin,Oficial y Exenta,Oficial y Exenta,acueducto,8565.91,0.00,0.00,1775.61,10326.62,8851.87,16229.00,17703.74,2017,Agosto
Medellin,Residencial,5,acueducto,12848.87,2663.42,2663.42,0.00,10326.62,8851.87,16229.00,17703.74,2017,Octubre
Envigado,Residencial,5,alcantarillado,7265.58,2781.84,2781.84,0.00,0.00,0.00,0.00,0.00,2017,Diciembre
Envigado,Comercial,Comercial,alcantarillado,7127.62,0.00,0.00,2729.02,0.00,0.00,0.00,0.00,2017,Septiembre
Itaguí,Residencial,1,alcantarillado,2529.16,968.36,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Septiembre
Envigado,Industrial,Industrial,acueducto,11624.89,0.00,0.00,2407.68,10326.62,8851.87,16229.00,17703.74,2017,Febrero
Copacabana,Comercial,Comercial,alcantarillado,6686.39,0.00,0.00,2553.54,0.00,0.00,0.00,0.00,2017,Marzo
Caldas,Industrial,Industrial,alcantarillado,5978.01,0.00,0.00,841.87,0.00,0.00,0.00,0.00,2017,Noviembre
Barbosa,Residencial,3,acueducto,8565.91,1308.95,1308.95,0.00,10326.62,8851.87,16229.00,17703.74,2017,Septiembre
La Estrella,Residencial,1,acueducto,4282.96,887.81,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2017,Diciembre
Copacabana,Industrial,Industrial,acueducto,11135.69,0.00,0.00,2952.85,10326.62,8851.87,16229.00,17703.74,2017,Septiembre
La Estrella,Industrial,Industrial,alcantarillado,6437.85,0.00,0.00,2457.32,0.00,0.00,0.00,0.00,2017,Julio
Itaguí,Industrial,Industrial,acueducto,11992.28,0.00,0.00,2485.86,10326.62,8851.87,16229.00,17703.74,2017,Agosto
Caldas,Residencial,3,alcantarillado,4414.53,611.19,643.36,0.00,0.00,0.00,0.00,0.00,2017,Julio
Itaguí,Comercial,Comercial,acueducto,13705.46,0.00,0.00,2840.98,10326.62,8851.87,16229.00,17703.74,2017,Noviembre
Barbosa,Comercial,Comercial,acueducto,12848.87,0.00,0.00,1963.42,10326.62,8851.87,16229.00,17703.74,2017,Octubre
Sabaneta,Residencial,6,alcantarillado,7132.14,2723.78,2723.78,0.00,0.00,0.00,0.00,0.00,2017,Febrero
Caldas,Oficial y Exenta,Oficial y Exenta,acueducto,8565.91,0.00,0.00,1504.74,10326.62,8851.87,16229.00,17703.74,2017,Mayo
Bello,Residencial,2,acueducto,5139.55,1065.37,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2017,Agosto
Copacabana,Residencial,4,acueducto,8303.49,1719.77,1719.77,0.00,10326.62,8851.87,16229.00,17703.74,2017,Marzo
Girardota,Comercial,Comercial,acueducto,12455.24,0.00,0.00,2579.66,10326.62,8851.87,16229.00,17703.74,2017,Febrero
Caldas,Residencial,2,alcantarillado,3954.68,553.29,643.36,0.00,0.00,0.00,0.00,0.00,2017,Julio
Caldas,Comercial,Comercial,alcantarillado,6686.39,0.00,0.00,937.11,0.00,0.00,0.00,0.00,2017,Febrero
Caldas,Residencial,5,acueducto,12848.87,2259.98,2259.98,0.00,10326.62,8851.87,16229.00,17703.74,2017,Octubre
La Estrella,Industrial,Industrial,alcantarillado,6437.85,0.00,0.00,2464.92,0.00,0.00,0.00,0.00,2017,Agosto
Sabaneta,Residencial,2,acueducto,5139.55,1064.22,1773.70,0.00,10326.62,8851.87,16229.00,17703.74,2017,Abril
Copacabana,Residencial,1,alcantarillado,2299.23,880.33,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Octubre
La Estrella,Oficial y Exenta,Oficial y Exenta,acueducto,8565.91,0.00,0.00,1775.61,10326.62,8851.87,16229.00,17703.74,2017,Agosto
Sabaneta,Residencial,4,alcantarillado,4598.47,1755.23,1755.23,0.00,0.00,0.00,0.00,0.00,2017,Abril
Caldas,Residencial,1,alcantarillado,3770.74,531.02,647.59,0.00,0.00,0.00,0.00,0.00,2017,Agosto
La Estrella,Comercial,Comercial,alcantarillado,7127.62,0.00,0.00,2720.60,0.00,0.00,0.00,0.00,2017,Junio
Barbosa,Residencial,5,alcantarillado,6686.39,1385.96,1385.96,0.00,0.00,0.00,0.00,0.00,2017,Febrero
Caldas,Oficial y Exenta,Oficial y Exenta,alcantarillado,4598.47,0.00,0.00,643.36,0.00,0.00,0.00,0.00,2017,Junio
Envigado,Industrial,Industrial,alcantarillado,6897.70,0.00,0.00,2640.98,0.00,0.00,0.00,0.00,2017,Septiembre
La Estrella,Comercial,Comercial,alcantarillado,7115.99,0.00,0.00,2638.66,0.00,0.00,0.00,0.00,2017,Enero
Sabaneta,Comercial,Comercial,acueducto,13277.17,0.00,0.00,2752.20,10326.62,8851.87,16229.00,17703.74,2017,Septiembre
Caldas,Residencial,1,alcantarillado,3770.74,527.56,643.36,0.00,0.00,0.00,0.00,0.00,2017,Abril
Medellin,Residencial,1,alcantarillado,1839.39,704.26,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Noviembre
Girardota,Residencial,1,alcantarillado,1379.54,526.57,1755.23,0.00,0.00,0.00,0.00,0.00,2017,Junio
Itaguí,Residencial,2,acueducto,5397.27,1117.85,1719.77,0.00,10326.62,8851.87,16229.00,17703.74,2017,Marzo
Itaguí,Residencial,4,acueducto,8565.91,1775.61,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2017,Noviembre
Copacabana,Residencial,6,alcantarillado,8139.29,3116.36,3116.36,0.00,0.00,0.00,0.00,0.00,2017,Agosto
Sabaneta,Residencial,1,alcantarillado,1337.28,510.71,1702.36,0.00,0.00,0.00,0.00,0.00,2017,Marzo
Bello,Comercial,Comercial,alcantarillado,7127.62,0.00,0.00,2720.60,0.00,0.00,0.00,0.00,2017,Abril
Girardota,Residencial,4,alcantarillado,4598.47,1755.23,1755.23,0.00,0.00,0.00,0.00,0.00,2017,Junio
Sabaneta,Residencial,3,alcantarillado,4322.56,1649.91,1755.23,0.00,0.00,0.00,0.00,0.00,2017,Abril
Itaguí,Residencial,5,acueducto,12848.87,2660.55,2660.55,0.00,10326.62,8851.87,16229.00,17703.74,2017,Abril
Copacabana,Comercial,Comercial,acueducto,12848.87,0.00,0.00,2949.67,10326.62,8851.87,16229.00,17703.74,2017,Mayo
Medellin,Industrial,Industrial,acueducto,11135.68,0.00,0.00,2305.81,10326.62,8851.87,16229.00,17703.74,2017,Mayo
Caldas,Residencial,2,acueducto,7281.03,1279.03,1504.74,0.00,10326.62,8851.87,16229.00,17703.74,2017,Junio
Envigado,Industrial,Industrial,alcantarillado,6897.70,0.00,0.00,2640.98,0.00,0.00,0.00,0.00,2017,Diciembre
Girardota,Residencial,1,acueducto,2569.77,532.68,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2017,Septiembre
Copacabana,Oficial y Exenta,Oficial y Exenta,alcantarillado,4457.59,0.00,0.00,1702.36,0.00,0.00,0.00,0.00,2017,Marzo
Envigado,Oficial y Exenta,Oficial y Exenta,alcantarillado,4598.47,0.00,0.00,1760.66,0.00,0.00,0.00,0.00,2017,Octubre
Sabaneta,Comercial,Comercial,alcantarillado,7127.62,0.00,0.00,2729.02,0.00,0.00,0.00,0.00,2017,Noviembre
Medellin,Comercial,Comercial,alcantarillado,6897.70,0.00,0.00,2632.84,0.00,0.00,0.00,0.00,2017,Abril
Copacabana,Industrial,Industrial,acueducto,10794.54,0.00,0.00,2859.98,10326.62,8851.87,16229.00,17703.74,2017,Marzo
Medellin,Oficial y Exenta,Oficial y Exenta,acueducto,8565.91,0.00,0.00,1775.61,10326.62,8851.87,16229.00,17703.74,2017,Noviembre
Bello,Residencial,3,acueducto,8565.91,1775.61,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2017,Octubre
Bello,Residencial,5,acueducto,14946.28,3095.59,3095.59,0.00,10326.62,8851.87,16229.00,17703.74,2017,Febrero
Barbosa,Residencial,5,acueducto,12848.87,1963.42,1963.42,0.00,10326.62,8851.87,16229.00,17703.74,2017,Noviembre
La Estrella,Industrial,Industrial,acueducto,11992.28,0.00,0.00,2483.19,10326.62,8851.87,16229.00,17703.74,2017,Junio
Itaguí,Residencial,5,alcantarillado,6897.70,2640.98,2640.98,0.00,0.00,0.00,0.00,0.00,2017,Noviembre
Itaguí,Residencial,3,acueducto,7888.32,1633.78,1719.77,0.00,10326.62,8851.87,16229.00,17703.74,2017,Febrero
Envigado,Residencial,4,alcantarillado,4457.59,1702.36,1702.36,0.00,0.00,0.00,0.00,0.00,2017,Febrero
Girardota,Oficial y Exenta,Oficial y Exenta,alcantarillado,4457.59,0.00,0.00,1702.36,0.00,0.00,0.00,0.00,2017,Marzo
Medellin,Oficial y Exenta,Oficial y Exenta,alcantarillado,4598.47,0.00,0.00,175523.00,0.00,0.00,0.00,0.00,2017,Mayo
Bello,Residencial,6,alcantarillado,8277.24,3169.18,3169.18,0.00,0.00,0.00,0.00,0.00,2017,Noviembre
Itaguí,Comercial,Comercial,acueducto,13705.46,0.00,0.00,2837.93,10326.62,8851.87,16229.00,17703.74,2017,Junio
Itaguí,Residencial,3,alcantarillado,4368.54,1672.62,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Agosto
Caldas,Industrial,Industrial,acueducto,11135.69,0.00,0.00,1958.65,10326.62,8851.87,16229.00,17703.74,2017,Agosto
Bello,Industrial,Industrial,alcantarillado,6897.70,0.00,0.00,2632.84,0.00,0.00,0.00,0.00,2017,Mayo
Copacabana,Comercial,Comercial,acueducto,12455.24,0.00,0.00,2859.98,10326.62,8851.87,16229.00,17703.74,2017,Marzo
Girardota,Residencial,3,alcantarillado,3908.70,1491.94,1755.23,0.00,0.00,0.00,0.00,0.00,2017,Julio
La Estrella,Residencial,2,alcantarillado,2759.08,1056.39,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Diciembre
Bello,Residencial,5,alcantarillado,8277.24,3159.41,3159.41,0.00,0.00,0.00,0.00,0.00,2017,Abril
Sabaneta,Residencial,5,acueducto,12455.24,2579.66,2579.66,0.00,10326.62,8851.87,16229.00,17703.74,2017,Febrero
Itaguí,Industrial,Industrial,acueducto,11992.28,0.00,0.00,2483.19,10326.62,8851.87,16229.00,17703.74,2017,Mayo
Caldas,Residencial,5,acueducto,12848.87,2259.98,2259.98,0.00,10326.62,8851.87,16229.00,17703.74,2017,Agosto
Sabaneta,Residencial,6,alcantarillado,7357.55,2817.05,2817.05,0.00,0.00,0.00,0.00,0.00,2017,Diciembre
Girardota,Residencial,4,alcantarillado,4598.47,1755.23,1755.23,0.00,0.00,0.00,0.00,0.00,2017,Julio
Copacabana,Residencial,2,alcantarillado,2759.08,1056.39,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Noviembre
Medellin,Residencial,5,alcantarillado,6897.70,2640.98,2640.98,0.00,0.00,0.00,0.00,0.00,2017,Septiembre
Bello,Comercial,Comercial,alcantarillado,6909.26,0.00,0.00,2638.66,0.00,0.00,0.00,0.00,2017,Marzo
Girardota,Residencial,6,acueducto,13705.46,2840.98,2840.98,0.00,10326.62,8851.87,16229.00,17703.74,2017,Diciembre
Bello,Oficial y Exenta,Oficial y Exenta,acueducto,8556.37,0.00,0.00,1719.77,10326.62,8851.87,16229.00,17703.74,2017,Enero
Sabaneta,Residencial,4,acueducto,8565.91,1773.70,1773.70,0.00,10326.62,8851.87,16229.00,17703.74,2017,Abril
Bello,Industrial,Industrial,alcantarillado,6897.70,0.00,0.00,2640.98,0.00,0.00,0.00,0.00,2017,Noviembre
Bello,Residencial,2,acueducto,4982.09,1031.86,1719.77,0.00,10326.62,8851.87,16229.00,17703.74,2017,Marzo
Girardota,Residencial,1,alcantarillado,1379.54,528.20,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Noviembre
Envigado,Comercial,Comercial,acueducto,13277.17,0.00,0.00,2752.20,10326.62,8851.87,16229.00,17703.74,2017,Diciembre
Caldas,Residencial,3,alcantarillado,4414.53,615.21,647.59,0.00,0.00,0.00,0.00,0.00,2017,Diciembre
Envigado,Residencial,2,acueducto,5139.55,1065.37,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2017,Octubre
Barbosa,Residencial,5,acueducto,12848.87,1960.56,1960.56,0.00,10326.62,8851.87,16229.00,17703.74,2017,Julio
Itaguí,Residencial,6,alcantarillado,7357.55,2808.36,2808.36,0.00,0.00,0.00,0.00,0.00,2017,Junio
Envigado,Oficial y Exenta,Oficial y Exenta,acueducto,8565.91,0.00,0.00,1775.61,10326.62,8851.87,16229.00,17703.74,2017,Diciembre
Copacabana,Residencial,6,acueducto,16532.21,3426.93,3426.93,0.00,10326.62,8851.87,16229.00,17703.74,2017,Noviembre
Itaguí,Industrial,Industrial,alcantarillado,5978.01,0.00,0.00,2288.85,0.00,0.00,0.00,0.00,2017,Octubre
Sabaneta,Residencial,3,acueducto,8308.93,1720.49,1773.70,0.00,10326.62,8851.87,16229.00,17703.74,2017,Junio
Sabaneta,Residencial,4,alcantarillado,4598.47,1760.66,1760.66,0.00,0.00,0.00,0.00,0.00,2017,Diciembre
